Row_ID,DBSCAN_cluster,Is_noise,Kth_neighbor_distance,Component_1,Component_2,y,housing,loan
55,0,False,0.6787199350025798,0.21385437468264487,-0.18322289662349386,no,yes,yes
56,0,False,0.7828459686446585,-0.4975169374904777,-0.22154042542056687,no,no,yes
57,0,False,0.726548872376482,-0.18908469503018116,-0.2196227089659934,no,yes,no
58,0,False,0.7216973624876651,0.025372348671125308,-0.3138979094597831,no,yes,no
59,0,False,0.6843132792398225,-0.602889904130863,-0.24625540491264167,no,yes,no
60,0,False,0.8412494347668724,-0.021255724311391364,-0.11270226286679524,no,yes,no
61,0,False,0.8154407255128469,0.2994780925607884,-0.21823849880973353,no,yes,no
62,0,False,1.0431462928755426,-0.14265113231670865,-0.07479208598944466,no,yes,no
63,0,False,0.7061383583987867,0.19768938035788225,-0.29301891102270616,no,yes,no
64,0,False,0.7789880362083124,0.6801364554315507,-0.09226046291106743,no,yes,no
65,0,False,0.7469306940094624,0.01850372774379245,-0.21084944799497432,no,yes,no
66,0,False,1.133933205390888,0.38169822553932103,-0.1262896711438475,no,yes,no
67,0,False,1.3047454384314652,0.1330751024904072,-0.17061441017213122,no,no,no
68,0,False,1.1987133005015393,-0.5038736133808914,-0.26524218645397674,no,yes,no
69,0,False,0.7808090122336223,0.7999696820949909,-0.26120206730849965,no,yes,no
70,0,False,1.0111797455899394,0.22334360568679837,-0.038476979911745035,no,yes,yes
71,0,False,1.1788490957407027,0.831035409493974,-0.07494756464812752,no,yes,yes
72,0,False,0.4905838876343369,0.6999526388786004,-0.1946670188082963,no,yes,yes
73,0,False,0.8927666502304424,0.8674822032763598,-0.2399573860374083,no,yes,yes
74,0,False,0.7283403732314017,0.201722478698487,-0.25514129274130465,no,yes,no
75,0,False,0.8695700664152987,0.7922756478530343,-0.13476813188994166,no,yes,no
76,0,False,0.55871894377978,0.8048439039271905,-0.23366097762133123,no,yes,no
77,0,False,0.5980032552513244,0.897919618034503,-0.18482658415073053,no,no,yes
78,0,False,0.9557892238608509,-0.2654453092861347,-0.222861394512637,no,no,no
79,0,False,0.7384068691607385,-0.2542698141946256,-0.23638824894979169,no,yes,yes
80,-1,True,1.5126551202666327,-1.972288825978025,-0.34927874762426525,no,yes,no
81,0,False,0.5240499398180051,0.07588685984540647,-0.2059626787931898,no,yes,no
82,0,False,0.6086887923100268,-0.2531357284897754,-0.24366320747820117,no,no,no
83,0,False,0.6969429300509616,0.17854074822043414,-0.23861417566768617,no,yes,no
84,-1,True,1.422329099339229,0.651405490762278,-0.0006579992841821299,yes,yes,no
85,0,False,0.8839788461936042,0.13423224113849788,-0.2265591160659185,no,yes,yes
86,0,False,0.9424952088001065,0.211265525848461,-0.2106505588815532,no,yes,no
87,0,False,0.8926888938996357,0.6940295313663908,-0.09589635593032378,yes,no,no
88,0,False,0.9316167742184889,0.7971797849066348,-0.0044047840704006126,yes,yes,no
89,0,False,0.6960955265466623,-0.03483646639362973,-0.2966323811356208,no,yes,yes
90,0,False,0.5943481204055034,0.5864584995945296,-0.2982024080314064,no,yes,no
91,0,False,0.8075848891491164,0.2505881288612631,-0.24962797592116495,no,no,no
92,0,False,0.5619471003668907,0.8505155717747083,-0.22186547301996057,no,yes,yes
93,0,False,0.9688382939654434,0.6856560822449208,-0.115914878825369,no,yes,no
94,0,False,0.684578830514161,0.007891629426454628,-0.2910023597867786,no,yes,no
95,0,False,0.791971230285321,-0.3699630812609733,-0.29834367479253693,no,no,no
96,0,False,1.024586657968245,0.45192501932317586,-0.12425978252480238,no,yes,yes
97,0,False,0.745001823845121,0.8848378355094493,-0.19834578060583222,no,no,no
98,0,False,0.9849570008208631,0.1417131638482569,-0.31465500341696623,no,yes,no
99,0,False,0.49894993042968366,0.8297732915924264,-0.20364907168972485,no,yes,no
100,0,False,0.7914497102385697,0.4406582100822075,-0.22260442460633234,no,yes,no
101,0,False,0.7999884707699128,0.9180931858115974,-0.22593405431314226,no,yes,no
102,0,False,0.6774958851436674,0.20656847333665285,-0.30266240689222673,no,no,no
103,0,False,0.6027443964646609,0.20524339678368655,-0.2630109377856833,no,yes,no
104,0,False,0.8718393792680252,0.22079879470908564,-0.44417413652372945,no,yes,no
105,0,False,1.050523284535776,-0.2346563542617601,-0.11780585318332391,no,yes,no
106,0,False,0.5411466844236982,0.9070497491862837,-0.21328648244707707,no,yes,no
107,0,False,0.8217241689097077,0.37888823569400515,-0.23959748237882245,no,yes,no
108,0,False,0.6022398550385467,0.7357583750519996,-0.2436563354429136,no,no,yes
109,0,False,0.987702349683154,-0.06552808846558192,-0.15565716711866348,no,yes,no
110,0,False,1.143205221018482,0.43965873719886683,-0.11007854211547657,no,yes,no
111,0,False,0.5685793078971608,-0.2261077108726479,-0.20651732988341934,no,yes,no
112,0,False,0.5947265666780102,-0.10815661767555547,-0.26395934945500305,no,no,no
113,0,False,0.6366572235853141,-0.11589036747760832,-0.35136798601248204,no,yes,yes
114,0,False,0.6601725093455743,0.22049471131649068,-0.18578898203776217,no,yes,no
115,0,False,0.8387133500657936,-1.036629176378593,-0.3602722674399193,no,yes,no
116,0,False,0.5546721546219824,0.9158296690248211,-0.24546441803715327,no,yes,no
117,0,False,0.7700056953006833,0.7117035220136988,-0.08306594713140693,no,yes,no
118,0,False,0.9968603927443698,-0.1791230379393863,-0.14087932785797855,no,yes,no
119,0,False,1.061354089784808,-0.5054280974033065,-0.2879613878506294,no,no,no
120,0,False,0.6849610365505034,0.11829628828440035,-0.32995994412081886,no,no,no
121,0,False,1.0227638219851578,-1.0040601205918944,-0.2354469727465483,no,yes,no
122,0,False,0.6233509599746456,0.9003116199857315,-0.2732365024832401,no,yes,no
123,0,False,0.7393938295457853,-0.11963034166852853,-0.3611186865728167,no,yes,no
124,0,False,0.5150299108542641,0.695527368245106,-0.29481068694075874,no,yes,yes
125,0,False,0.9310427731332064,0.3748055172280965,-0.2647666725104793,no,no,yes
126,0,False,0.553395507418759,0.20712633085961582,-0.2122066834610541,no,yes,no
127,0,False,0.766547873271865,0.08992210901278055,-0.17897494024989413,no,yes,yes
128,0,False,0.49922722542030323,0.6983974812980888,-0.23622802662037223,no,yes,yes
129,0,False,0.4915109545379145,0.9266633005297037,-0.1983144637299553,no,yes,no
130,0,False,1.2737441287384657,0.6183117387753453,-0.013426119666800525,yes,yes,no
131,-1,True,1.2748568810563718,-0.035511882274002246,-0.08012786864100643,no,no,no
132,0,False,0.6461258753834412,0.0903964746076085,-0.11898727297413358,no,yes,no
133,0,False,0.8436131071341146,0.16406706999564985,-0.12757369245641162,no,yes,no
134,0,False,0.7157275971783209,0.06538334544269349,-0.29063318794837123,no,yes,yes
135,0,False,0.802815055812874,-0.47522415228361525,-0.27362124447221275,no,yes,no
136,0,False,0.7808723276996931,0.9349772395735644,-0.15546457826492982,no,yes,no
137,0,False,0.5308050041739205,0.2014368870387615,-0.20345732522803503,no,yes,no
138,0,False,0.7478181636276253,-0.8301058100062897,-0.30028950219145106,no,no,no
139,0,False,0.828077838822317,0.9091313047982252,-0.04867424928300132,no,yes,no
140,0,False,0.8400476559037858,0.8940916889817327,-0.09389938071866086,no,yes,no
141,0,False,0.9517918253318622,-1.080174449008638,-0.2906639627066561,no,yes,no
142,0,False,0.6198388304997384,-0.04970232484684622,-0.16129763625907834,no,yes,no
143,0,False,0.9139604300742862,0.11410968643984835,-0.32797967863508465,no,no,no
144,0,False,0.4873615984352254,0.91670540378711,-0.19258341181100447,no,yes,no
145,0,False,0.7205356063061982,0.8885564251476565,-0.2873224463886121,no,yes,no
146,0,False,0.5058559465842426,0.6992545241881116,-0.23413338445353282,no,yes,no
147,0,False,0.8290607365739227,-0.7137567173148182,-0.38143807613749187,no,yes,no
148,0,False,0.5868416987848984,0.5560242776575949,-0.20950517240259206,no,yes,no
149,0,False,0.5603299730166408,0.005938783552088679,-0.3186698853139838,no,yes,no
150,0,False,1.0341159486236284,0.20328131812729544,-0.19420205166388205,no,yes,no
151,0,False,0.581803083420213,0.03373321367496435,-0.34214837669214615,no,yes,no
152,0,False,0.8550567129190593,-0.061136710026904816,-0.08549733960950595,no,yes,no
153,0,False,1.1769003429594591,0.4440260814068127,-0.06714573440251277,no,yes,no
154,0,False,0.9236544844934068,0.8936270636457365,-0.23400427988504785,no,yes,no
155,0,False,0.6118527457473448,0.13642350352789748,-0.35221262849913937,no,no,no
156,0,False,0.4911413039186327,0.6991846826489937,-0.29555224710322303,no,yes,no
157,0,False,0.9172641196044525,-0.007372073550109144,-0.23908887824931577,no,yes,no
158,0,False,0.9365582457884646,-0.3537277293795615,-0.27106618482750894,no,yes,no
159,0,False,0.7414877204493688,0.9085263119434902,-0.34323643798218273,no,yes,no
160,0,False,0.7498648844517799,0.8999664421239496,-0.2620871762766191,no,yes,no
161,0,False,0.8021661583556645,-0.2270121265264563,-0.22934187568773445,no,yes,no
162,0,False,0.7267921853083744,-0.24747543987145965,-0.22190614498775132,no,yes,no
163,0,False,0.7018837033045943,0.04525253006358316,-0.23710487589292634,no,yes,no
164,0,False,1.333927892664421,0.9308603410785397,-0.24058090204644372,no,yes,no
165,0,False,0.5833063169104513,0.8188765051681074,-0.19370055551355858,no,yes,no
166,0,False,0.5701092831844208,0.10308941192339784,-0.1479077211338276,no,yes,no
167,0,False,0.8848962639492665,0.43371426704622024,-0.2699656036479107,no,yes,no
168,0,False,0.8746728641453941,0.7855641932190672,-0.1701915283271755,no,yes,no
169,0,False,1.1241893206441174,0.26793758003943136,-0.15370526337463017,yes,no,no
170,0,False,0.7456050159726063,0.23255666629272248,-0.3679583380703815,no,no,no
171,0,False,0.7336136996956555,0.9114892063225365,-0.04157630885370872,no,yes,no
172,0,False,0.807404604299405,0.6584326381803264,-0.1440683299036546,no,yes,yes
173,0,False,0.6598506068351455,-0.3157224353747278,-0.27550391970789456,no,yes,no
174,0,False,0.7321986356434085,-0.7214612289493816,-0.23993245957046916,no,no,no
175,0,False,0.7981980315679976,-0.23044382363650975,-0.30169154690253747,no,yes,no
176,0,False,1.1176042461418974,-0.24419629033567214,-0.14034226255375798,no,yes,no
177,0,False,0.553440545682625,0.5727624410238847,-0.29530402222614055,no,yes,no
178,0,False,0.5987853060317883,0.8505571316264906,-0.3023915265008085,no,yes,no
179,0,False,0.8721668078433421,0.6712369502348524,-0.2060773058275644,no,yes,no
180,0,False,1.2269369733982491,0.8472837793649539,-0.02822309380653564,no,yes,no
181,0,False,0.9078855844897689,0.25926391660704123,-0.163378684176293,no,yes,no
182,0,False,0.8369897600236613,-0.10355245710773686,-0.08771126046314132,no,yes,no
183,0,False,0.676318443126186,0.6847731970378412,-0.046123058517607805,no,yes,no
184,0,False,0.6685069966693761,0.8227373357488674,-0.1181049348123279,no,yes,no
185,0,False,0.7839147706794354,0.3016140045470776,-0.2699802821855711,no,yes,no
186,0,False,0.694849934429411,-0.11077613299786196,-0.3055287009316064,no,yes,no
187,0,False,1.3348602372671055,-1.177921195121399,-0.08361909157265414,no,yes,no
188,0,False,1.1932448918992111,0.8144094671005401,-0.10152009949227704,no,no,no
189,0,False,0.647662779708917,0.278596113899175,-0.13251403430151573,no,yes,yes
190,0,False,1.150343934648678,-0.18138841470024988,-0.066005425642901,no,yes,no
191,0,False,0.9860186417858073,0.5559709493495495,-0.15763892673909133,no,yes,no
192,0,False,0.8169658446865358,0.45544139034422987,-0.17372604809262002,no,yes,no
193,0,False,0.9578645195555887,0.44338749285294277,-0.32564841739317696,no,yes,no
194,0,False,0.5443049604807068,0.7175554474334055,-0.2327998614444578,no,yes,no
195,0,False,0.5662680386197761,0.91562901688862,-0.1459430510173839,no,yes,no
196,0,False,0.6620924950878918,0.28767804370625716,-0.18375236911910944,no,yes,no
197,0,False,0.5037040537157232,0.6867842673309464,-0.1824516648565453,no,yes,no
198,0,False,0.8227653337270867,-0.5520100451713479,-0.30261293144590085,no,no,yes
199,0,False,0.797293824457973,0.44071448906293087,-0.18692862153724174,no,yes,no
200,0,False,1.0016819892225053,-0.7429070355899343,-0.35633131076568464,no,yes,no
201,0,False,0.7925138591650197,0.7046196198931727,-0.08561224761475315,no,yes,no
202,0,False,0.9305595746729726,0.13291745891624415,-0.22446039281541225,no,yes,no
203,0,False,0.8343467497402599,0.8928545115610979,-0.09594419036685438,no,yes,no
204,0,False,1.082209772399131,-0.9553389030727152,-0.1383918517655479,no,yes,no
205,0,False,0.6935164093579897,0.6891140526135585,-0.10645520584319997,no,yes,no
206,0,False,1.2071328155470096,0.6236834243893763,-0.0747788014087826,no,yes,no
207,0,False,0.7725401906716751,0.45135781114943974,-0.26330810807821164,no,yes,yes
208,0,False,0.7941444455263007,0.4415654380518223,-0.17787596673665773,no,yes,no
209,0,False,0.994578882419784,-0.8355114514819919,-0.16546052181320495,no,yes,no
210,0,False,0.5372845148510295,0.6020979498170648,-0.2118514913957312,no,yes,no
211,0,False,0.6897923063842232,0.9208932344517045,-0.18670196526750096,no,yes,no
212,0,False,0.6029773320661543,0.5938065427211171,-0.282225884107019,no,yes,no
213,0,False,1.0000879277317236,-1.0683993794485729,-0.32582441053050865,no,no,no
214,0,False,0.47722638365844955,0.6877916780975629,-0.1831595700307378,no,yes,no
215,0,False,0.7052806254321137,0.20421267086221487,-0.2562963582106076,no,yes,no
216,0,False,0.7978549636408339,0.3832543184950602,-0.2129104474218716,no,yes,no
217,0,False,0.7265714761728357,-0.3441894824836338,-0.2839549945136591,no,no,no
218,0,False,0.9296154978998108,-0.3037557893463365,-0.3278152044767389,no,no,no
219,0,False,0.7594036793787082,-0.14299500085848532,-0.241077508737035,no,no,no
220,0,False,0.6525389427896232,0.46029322817843904,-0.2732452865306101,no,yes,yes
221,0,False,0.6441253291229251,0.5659095441940907,-0.15275592772212082,no,yes,no
222,0,False,0.7780031287800498,0.23560246568894144,-0.20673922146238055,no,yes,no
223,0,False,0.7482352702127806,-0.3420219462393209,-0.1971028555030276,no,yes,no
224,0,False,0.5912554756614646,0.586920949941654,-0.2763733452139356,no,no,yes
225,0,False,1.0353003459715222,-0.9928786261581691,-0.12482308480361935,no,yes,no
226,0,False,0.5825098868827119,0.221449701518503,-0.33320265761681367,no,yes,no
227,0,False,1.0457755689366903,-0.006667714380594159,-0.3439057069715809,no,yes,no
228,0,False,0.8783815645188697,-0.17425150319724553,-0.24933912463333763,no,yes,no
229,0,False,0.7935550343857873,0.03499617760909142,-0.22867472440819783,no,no,no
230,0,False,0.8961321079391275,-0.2814281755984188,-0.2309134527461438,no,yes,no
231,0,False,0.7962674867130296,0.2184935099611672,-0.3264089071872875,no,yes,no
232,0,False,0.7007010722889058,0.6959504666525932,-0.07338378684360951,no,yes,no
233,0,False,0.9860184645317186,0.5548383518293345,-0.15387536188437967,no,yes,no
234,0,False,0.8897896721711063,-0.010395826092042358,-0.22561152141942448,no,no,no
235,0,False,0.7171814717455653,0.19244744976101905,-0.24270970338987893,no,yes,no
236,0,False,0.6914621217928187,0.22016043748368502,-0.3119031767256911,no,yes,no
237,0,False,0.6413007364576638,-0.2144076471632622,-0.30842688048715083,no,yes,no
238,0,False,0.6699827205338077,0.23068495429276217,-0.27809810155689746,no,yes,no
239,0,False,0.6218063164952796,-0.20975843115525056,-0.23367181351028776,no,yes,no
240,0,False,0.9410109669784803,-0.7197486434466361,-0.23229074407719527,no,yes,yes
241,0,False,0.5588245146558942,0.8158925739161506,-0.2325465009640498,no,yes,yes
242,0,False,0.8899009276303114,-0.3111179468383428,-0.11342891417922875,no,yes,no
243,0,False,0.46306363657356003,0.7288163624940333,-0.21373545271721328,no,no,no
244,0,False,0.5570895736349711,0.8187358714133706,-0.22387924835191103,no,yes,no
245,-1,True,1.2817264607742955,0.40796950090944406,-0.1896629969324175,no,yes,no
246,0,False,0.9405918209761268,0.01325165807247357,-0.21737422782468338,no,no,no
247,0,False,0.8032966877783209,0.31030022882969505,-0.2111160028167832,no,yes,no
248,0,False,0.7597625409915533,0.45225434840590634,-0.26018722086144647,no,yes,no
249,0,False,0.58332813425236,0.9049876782785419,-0.15181641741990104,no,yes,no
250,0,False,1.26488995424724,0.6375859333450927,-0.044296389776098344,no,yes,no
251,0,False,0.6227728098603731,0.7086649856293545,-0.2583865611614765,no,yes,no
252,0,False,0.5755076915157556,0.8960442460455293,-0.24566634995057435,no,yes,yes
253,0,False,0.5087293315931292,0.0577335145732977,-0.21050898477232277,no,yes,no
254,0,False,0.5259202177036116,-0.0931414272114609,-0.19787113024758005,no,yes,no
255,0,False,0.8483700721239591,-0.20354394684147484,-0.2530878036911421,no,yes,no
256,0,False,0.6909174404195743,0.21779413165827952,-0.1764407042474438,no,yes,no
257,0,False,0.9530733971141614,-0.36393853312535623,-0.4011108324853096,no,yes,no
258,0,False,1.1183669220472443,0.17359844687961215,-0.15831636368392235,no,yes,no
259,0,False,0.5956285105406296,0.6877145285343207,-0.14332512082346316,no,yes,yes
260,0,False,0.6339614373032254,0.9140534565810398,-0.1911368985570122,no,yes,no
261,0,False,0.8928481480012808,0.8977560526416165,-0.15131953756071437,no,yes,no
262,0,False,0.6917858726876074,-0.17078551235547001,-0.2634448402837047,no,yes,no
263,0,False,0.4745867442440178,0.8292596326554403,-0.20961653401125385,no,yes,no
264,0,False,0.9586577125027999,-0.4655264655298839,-0.3661500219855801,no,yes,no
265,0,False,0.600306019400061,-0.1132133786697769,-0.2667006530628042,no,yes,no
266,0,False,0.7415746630176289,-0.4945781163771885,-0.28653779923311773,no,yes,no
267,0,False,0.7532999550733895,-0.19161422209657103,-0.19287359823939634,no,yes,no
268,0,False,0.9405243293535999,-0.19263290470321148,-0.15588027125183465,no,yes,no
269,0,False,0.5979596846099365,0.23284246127963693,-0.3233876030493004,no,yes,yes
270,0,False,0.8631262572834426,0.21912903475357517,-0.15752652609205775,no,yes,no
271,0,False,0.9865106182974572,-0.18506390232804948,-0.1490478949133362,yes,yes,yes
272,0,False,1.0282749604142445,-0.7126252549556364,-0.12212807059917503,no,yes,no
273,0,False,1.0659590967822974,0.8247951345537347,-0.428000688087668,no,yes,no
274,0,False,0.8320377048614818,-0.3482265255304934,-0.41140382871130743,no,no,no
275,0,False,0.4764954496058092,0.7394005430540365,-0.27523166320752485,no,yes,no
276,0,False,0.7211987009189494,0.5985284697747746,-0.3765846530809539,no,yes,no
277,0,False,0.6650879146788359,-0.2134403334291261,-0.351222325277644,no,yes,no
278,0,False,0.5726394154917562,0.6851932786333531,-0.27504982054807875,no,no,no
279,0,False,0.631557648404259,0.055308329240054285,-0.27124182889477366,no,yes,no
280,0,False,0.7392041217341633,0.1621673537320341,-0.2766636926555288,no,no,no
281,0,False,1.040000014843048,0.22397388687589911,-0.23510514730452567,no,yes,no
282,0,False,0.5101902348366214,0.7389163115805749,-0.30990760747982943,no,yes,yes
283,0,False,1.1555400801934248,0.39904001108936593,-0.37264872754963363,no,no,no
284,0,False,0.751590490634555,0.2106531117446876,-0.35921511791886873,no,yes,no
285,0,False,0.796369914110749,0.3028253281481251,-0.2913157183072587,no,yes,no
286,0,False,0.5158227153192131,0.10037552847491744,-0.20887721810148469,no,yes,no
287,0,False,0.5418112101205989,0.7221903672325544,-0.28346965514138434,no,yes,no
288,0,False,0.9570687192290778,-0.2412979663204604,-0.4048248220760499,no,yes,no
289,0,False,0.9177851205220201,0.9114549938311796,-0.1461809374952111,no,yes,no
290,0,False,0.6062087018170988,0.5840079498215668,-0.2500484674020799,no,yes,no
291,0,False,0.6716531177881088,0.46894258676422734,-0.29190990557301855,no,yes,no
292,0,False,0.9874321718302604,-0.7115150642295851,-0.16847455914132262,no,yes,no
293,0,False,0.7720657485923264,-0.04677101240411907,-0.24275651462327233,no,yes,no
294,0,False,0.9584517271794162,0.4463988438269252,-0.33357982054422064,no,no,no
295,0,False,0.8478849363694345,0.8669389181810638,-0.2948046223684548,no,yes,no
296,0,False,0.8400706732324066,-0.8025932730279699,-0.3177490980721099,no,yes,no
297,0,False,0.5791836088615782,0.29761765400002493,-0.2285231326660589,no,yes,no
298,0,False,0.637034145573369,-0.05188585808527421,-0.21248688939514462,no,yes,no
299,0,False,0.8057208941941584,-0.6832106720566716,-0.4056864686096574,no,yes,no
300,0,False,0.724467478054916,0.8059935808034427,-0.31643991405054733,no,yes,no
301,0,False,0.628381594759015,0.039884315460863205,-0.31712344310353574,no,yes,no
302,0,False,0.6350659971267493,0.7112568856446656,-0.23944258033867857,no,yes,no
303,0,False,0.6889151315918223,0.5897468529349351,-0.2877778065934749,no,yes,no
304,0,False,0.512585633637329,0.06381878463693953,-0.24169776403125184,no,yes,no
305,0,False,0.6286345245582755,-0.2002355113280618,-0.3269659504225521,no,yes,no
306,0,False,0.7854686515741168,0.8053580990664297,-0.23047850844562626,no,yes,no
307,0,False,0.9141278641540674,0.4418690490349313,-0.33189884773691397,no,yes,no
308,0,False,0.7107892679223241,0.9158239562248005,-0.3782638013492722,no,yes,no
309,0,False,0.521347526559435,0.9172113248871393,-0.26558863955504464,no,yes,yes
310,0,False,0.7958439171734099,0.02241015968004083,-0.334088178400665,no,yes,no
311,0,False,0.573979533593429,0.7105890764420194,-0.3151001179780649,no,yes,no
312,0,False,0.732112677400264,-0.06872013814022444,-0.33322925954805754,no,yes,no
313,0,False,0.8469337550675009,-0.9426015025754665,-0.33030733516319666,no,yes,yes
314,0,False,0.5835510080496865,-0.23225503605994202,-0.25813985420948543,no,yes,yes
315,0,False,0.6946468208888394,-0.33288554398447034,-0.26375254030342826,no,no,no
316,0,False,0.7577228517650495,0.7311877804049378,-0.23528375970539284,no,yes,no
317,0,False,0.7386355164248981,0.9160548576571533,-0.13675521939551696,no,yes,yes
318,0,False,0.8017553733001487,0.18245424858580453,-0.2318973275803653,no,yes,no
319,0,False,0.6458629193384572,-0.7096685292031507,-0.32679056207905527,no,no,no
320,0,False,0.6976807448646005,0.9100334887804875,-0.17781711783925488,no,yes,no
321,0,False,0.5985305122455509,0.9101802151328633,-0.2958811336268345,no,yes,no
322,0,False,0.5964810245465393,0.027850585272879706,-0.2915353718750535,no,yes,no
323,0,False,0.9449789371206467,0.898824643318049,-0.3115317634301424,no,yes,no
324,0,False,1.1587422020525457,-0.5572832698499216,-0.18232472217564072,no,no,no
325,0,False,0.49189791161285534,0.107917716283029,-0.2245711752777827,no,yes,no
326,0,False,1.0075468714387201,-0.17333400989760936,-0.4366059094120579,no,no,no
327,0,False,0.6843719422186127,0.2887907203448776,-0.2762179409705803,no,yes,no
328,0,False,1.1065640937127035,0.38755385452232327,-0.2727297903107718,no,yes,no
329,0,False,0.7239761865238549,-0.052814755217277125,-0.3872351831544742,no,yes,no
330,0,False,0.5221859914002857,0.9175912226904951,-0.23304556726439118,no,yes,no
331,0,False,1.0307138329087222,0.9163445572417938,-0.18303217238101138,no,no,no
332,0,False,0.7946482496406185,0.039576790398975416,-0.226287400824048,no,yes,no
333,0,False,0.7050589356209955,0.3078029641326764,-0.2656099251779532,no,yes,no
334,0,False,1.2925841446535642,-0.18871016105263938,-0.4194174053547223,no,yes,no
335,0,False,1.2480556648974819,-0.5201979073598605,-0.16640858635742245,no,yes,no
336,0,False,0.8068245888658256,0.9356612796925217,-0.40780075954656636,no,yes,no
337,0,False,0.700820694642775,0.07845213959603776,-0.22979554028789936,no,yes,no
