Row_ID,KMeans_cluster,Distance_to_centroid,Component_1,Component_2,y,housing,loan
52,3,2.646052555284406,-0.4834616825410717,-0.25553961072277226,no,yes,no
53,3,2.536915031911768,0.46386416837044514,-0.20070576083046773,no,yes,no
54,3,2.793791498185694,0.0759244215953889,-0.059562853055400475,no,yes,no
55,3,2.477277511000411,0.21385437468264487,-0.18322289662349386,no,yes,yes
56,3,2.1254576105100926,-0.4975169374904777,-0.22154042542056687,no,no,yes
57,3,2.57871114670249,-0.18908469503018116,-0.2196227089659934,no,yes,no
58,3,2.007788363861726,0.025372348671125308,-0.3138979094597831,no,yes,no
59,3,1.7096716557343483,-0.602889904130863,-0.24625540491264167,no,yes,no
60,3,2.8244389318855707,-0.021255724311391364,-0.11270226286679524,no,yes,no
61,3,2.0330706048072558,0.2994780925607884,-0.21823849880973353,no,yes,no
62,3,2.8522218433333792,-0.14265113231670865,-0.07479208598944466,no,yes,no
63,3,2.2265828461225774,0.19768938035788225,-0.29301891102270616,no,yes,no
64,3,1.8617806078482615,0.6801364554315507,-0.09226046291106743,no,yes,no
65,3,1.8360815603388678,0.01850372774379245,-0.21084944799497432,no,yes,no
66,3,3.235155993930074,0.38169822553932103,-0.1262896711438475,no,yes,no
67,3,3.1382741082378067,0.1330751024904072,-0.17061441017213122,no,no,no
68,3,2.91652777186828,-0.5038736133808914,-0.26524218645397674,no,yes,no
69,3,2.0450105291068663,0.7999696820949909,-0.26120206730849965,no,yes,no
70,3,2.979075484609563,0.22334360568679837,-0.038476979911745035,no,yes,yes
71,3,3.032932462363111,0.831035409493974,-0.07494756464812752,no,yes,yes
72,3,1.8861056482246528,0.6999526388786004,-0.1946670188082963,no,yes,yes
73,3,2.0001331678796617,0.8674822032763598,-0.2399573860374083,no,yes,yes
74,3,2.180602739876369,0.201722478698487,-0.25514129274130465,no,yes,no
75,3,1.9193567534401847,0.7922756478530343,-0.13476813188994166,no,yes,no
76,3,1.9901634416435896,0.8048439039271905,-0.23366097762133123,no,yes,no
77,3,1.7120208153282417,0.897919618034503,-0.18482658415073053,no,no,yes
78,3,2.0703115598221458,-0.2654453092861347,-0.222861394512637,no,no,no
79,3,1.7655130346022583,-0.2542698141946256,-0.23638824894979169,no,yes,yes
80,3,2.8959346805807353,-1.972288825978025,-0.34927874762426525,no,yes,no
81,3,1.5380970794530489,0.07588685984540647,-0.2059626787931898,no,yes,no
82,3,1.652853517290712,-0.2531357284897754,-0.24366320747820117,no,no,no
83,3,1.9677733287016308,0.17854074822043414,-0.23861417566768617,no,yes,no
84,3,3.3363235383058365,0.651405490762278,-0.0006579992841821299,yes,yes,no
85,3,1.9760515660999762,0.13423224113849788,-0.2265591160659185,no,yes,yes
86,3,2.5533293167426403,0.211265525848461,-0.2106505588815532,no,yes,no
87,3,3.164152299517469,0.6940295313663908,-0.09589635593032378,yes,no,no
88,3,2.7789214326744913,0.7971797849066348,-0.0044047840704006126,yes,yes,no
89,3,1.4921284317625443,-0.03483646639362973,-0.2966323811356208,no,yes,yes
90,3,2.115331501200026,0.5864584995945296,-0.2982024080314064,no,yes,no
91,3,1.8341950598617334,0.2505881288612631,-0.24962797592116495,no,no,no
92,3,1.9028844501961435,0.8505155717747083,-0.22186547301996057,no,yes,yes
93,3,3.0491402071632607,0.6856560822449208,-0.115914878825369,no,yes,no
94,3,2.33909720373013,0.007891629426454628,-0.2910023597867786,no,yes,no
95,3,2.1401383819076467,-0.3699630812609733,-0.29834367479253693,no,no,no
96,3,2.6494741664161032,0.45192501932317586,-0.12425978252480238,no,yes,yes
97,3,2.1318840009040017,0.8848378355094493,-0.19834578060583222,no,no,no
98,3,2.738939096359695,0.1417131638482569,-0.31465500341696623,no,yes,no
99,3,1.7561143569101823,0.8297732915924264,-0.20364907168972485,no,yes,no
100,3,2.4378986765542376,0.4406582100822075,-0.22260442460633234,no,yes,no
101,3,2.1274602213973623,0.9180931858115974,-0.22593405431314226,no,yes,no
102,3,2.104515613306488,0.20656847333665285,-0.30266240689222673,no,no,no
103,3,1.9524734862461857,0.20524339678368655,-0.2630109377856833,no,yes,no
104,3,2.52008263523439,0.22079879470908564,-0.44417413652372945,no,yes,no
105,3,2.59445866721446,-0.2346563542617601,-0.11780585318332391,no,yes,no
106,3,1.830437207386202,0.9070497491862837,-0.21328648244707707,no,yes,no
107,3,1.9039618744894276,0.37888823569400515,-0.23959748237882245,no,yes,no
108,3,2.17930930191577,0.7357583750519996,-0.2436563354429136,no,no,yes
109,3,2.558705006731027,-0.06552808846558192,-0.15565716711866348,no,yes,no
110,3,3.3059804936666892,0.43965873719886683,-0.11007854211547657,no,yes,no
111,3,1.96512127553031,-0.2261077108726479,-0.20651732988341934,no,yes,no
112,3,1.7353785873870937,-0.10815661767555547,-0.26395934945500305,no,no,no
113,3,2.19555207513661,-0.11589036747760832,-0.35136798601248204,no,yes,yes
114,3,1.5224837624406622,0.22049471131649068,-0.18578898203776217,no,yes,no
115,3,2.651394111833224,-1.036629176378593,-0.3602722674399193,no,yes,no
116,3,1.7786161391402304,0.9158296690248211,-0.24546441803715327,no,yes,no
117,3,2.2376221528368103,0.7117035220136988,-0.08306594713140693,no,yes,no
118,3,2.7871958470729066,-0.1791230379393863,-0.14087932785797855,no,yes,no
119,3,2.8640940701024413,-0.5054280974033065,-0.2879613878506294,no,no,no
120,3,2.3099001549341627,0.11829628828440035,-0.32995994412081886,no,no,no
121,3,2.516031470345988,-1.0040601205918944,-0.2354469727465483,no,yes,no
122,3,2.211573116713588,0.9003116199857315,-0.2732365024832401,no,yes,no
123,3,1.6816749433572904,-0.11963034166852853,-0.3611186865728167,no,yes,no
124,3,1.7757485681393594,0.695527368245106,-0.29481068694075874,no,yes,yes
125,3,2.1426319216204797,0.3748055172280965,-0.2647666725104793,no,no,yes
126,3,1.8429009279793942,0.20712633085961582,-0.2122066834610541,no,yes,no
127,3,2.302126826352532,0.08992210901278055,-0.17897494024989413,no,yes,yes
128,3,1.9982503698658345,0.6983974812980888,-0.23622802662037223,no,yes,yes
129,3,2.0357521570818404,0.9266633005297037,-0.1983144637299553,no,yes,no
130,3,2.9946303204782083,0.6183117387753453,-0.013426119666800525,yes,yes,no
131,3,3.0829142544868797,-0.035511882274002246,-0.08012786864100643,no,no,no
132,3,1.9553606125613006,0.0903964746076085,-0.11898727297413358,no,yes,no
133,3,1.8489624013416057,0.16406706999564985,-0.12757369245641162,no,yes,no
134,3,1.7875179204971812,0.06538334544269349,-0.29063318794837123,no,yes,yes
135,3,2.5476023437511803,-0.47522415228361525,-0.27362124447221275,no,yes,no
136,3,2.3133719408301405,0.9349772395735644,-0.15546457826492982,no,yes,no
137,3,2.0309732196128025,0.2014368870387615,-0.20345732522803503,no,yes,no
138,3,1.9961539985589876,-0.8301058100062897,-0.30028950219145106,no,no,no
139,3,2.4458584924143003,0.9091313047982252,-0.04867424928300132,no,yes,no
140,3,2.4890638266607166,0.8940916889817327,-0.09389938071866086,no,yes,no
141,3,2.110644595012493,-1.080174449008638,-0.2906639627066561,no,yes,no
142,3,1.793200777554272,-0.04970232484684622,-0.16129763625907834,no,yes,no
143,3,2.6461826273438867,0.11410968643984835,-0.32797967863508465,no,no,no
144,3,1.818672463645062,0.91670540378711,-0.19258341181100447,no,yes,no
145,3,2.5288562422258902,0.8885564251476565,-0.2873224463886121,no,yes,no
146,3,2.0324484223357997,0.6992545241881116,-0.23413338445353282,no,yes,no
147,3,2.2431081344539843,-0.7137567173148182,-0.38143807613749187,no,yes,no
148,3,1.6530453418604818,0.5560242776575949,-0.20950517240259206,no,yes,no
149,3,1.5833227580868743,0.005938783552088679,-0.3186698853139838,no,yes,no
150,3,2.827583220170325,0.20328131812729544,-0.19420205166388205,no,yes,no
151,3,1.8591202479784128,0.03373321367496435,-0.34214837669214615,no,yes,no
152,3,3.04928617825642,-0.061136710026904816,-0.08549733960950595,no,yes,no
153,3,3.3654553344931073,0.4440260814068127,-0.06714573440251277,no,yes,no
154,3,1.857525975724877,0.8936270636457365,-0.23400427988504785,no,yes,no
155,3,1.8318688003514847,0.13642350352789748,-0.35221262849913937,no,no,no
156,3,1.8012841193685356,0.6991846826489937,-0.29555224710322303,no,yes,no
157,3,2.08010730013388,-0.007372073550109144,-0.23908887824931577,no,yes,no
158,3,2.2676600658817603,-0.3537277293795615,-0.27106618482750894,no,yes,no
159,3,2.0968411275438203,0.9085263119434902,-0.34323643798218273,no,yes,no
160,3,1.8686033343058077,0.8999664421239496,-0.2620871762766191,no,yes,no
161,3,1.7777898606797102,-0.2270121265264563,-0.22934187568773445,no,yes,no
162,3,1.9929433234215346,-0.24747543987145965,-0.22190614498775132,no,yes,no
163,3,1.5289229871320134,0.04525253006358316,-0.23710487589292634,no,yes,no
164,3,2.805377662247024,0.9308603410785397,-0.24058090204644372,no,yes,no
165,3,1.7661588579609957,0.8188765051681074,-0.19370055551355858,no,yes,no
166,3,2.240303869510793,0.10308941192339784,-0.1479077211338276,no,yes,no
167,3,2.6905861158065605,0.43371426704622024,-0.2699656036479107,no,yes,no
168,3,1.9808768803311188,0.7855641932190672,-0.1701915283271755,no,yes,no
169,3,3.175216083156795,0.26793758003943136,-0.15370526337463017,yes,no,no
170,3,1.9237824924691318,0.23255666629272248,-0.3679583380703815,no,no,no
171,3,2.945618736141949,0.9114892063225365,-0.04157630885370872,no,yes,no
172,3,1.6220524568456822,0.6584326381803264,-0.1440683299036546,no,yes,yes
173,3,1.9784622502129445,-0.3157224353747278,-0.27550391970789456,no,yes,no
174,3,1.855519925739352,-0.7214612289493816,-0.23993245957046916,no,no,no
175,3,2.331035676861918,-0.23044382363650975,-0.30169154690253747,no,yes,no
176,3,1.9964423025458182,-0.24419629033567214,-0.14034226255375798,no,yes,no
177,3,1.7350828167935528,0.5727624410238847,-0.29530402222614055,no,yes,no
178,3,2.1848206901029603,0.8505571316264906,-0.3023915265008085,no,yes,no
179,3,2.3594780793919843,0.6712369502348524,-0.2060773058275644,no,yes,no
180,3,2.835695633101396,0.8472837793649539,-0.02822309380653564,no,yes,no
181,3,2.0249573250402895,0.25926391660704123,-0.163378684176293,no,yes,no
182,3,2.779775124977267,-0.10355245710773686,-0.08771126046314132,no,yes,no
183,3,2.847410646096107,0.6847731970378412,-0.046123058517607805,no,yes,no
184,3,1.9379619398180197,0.8227373357488674,-0.1181049348123279,no,yes,no
185,3,1.8385453060258103,0.3016140045470776,-0.2699802821855711,no,yes,no
186,3,2.3342489013301715,-0.11077613299786196,-0.3055287009316064,no,yes,no
187,3,2.8558587739797225,-1.177921195121399,-0.08361909157265414,no,yes,no
188,3,2.850847143085225,0.8144094671005401,-0.10152009949227704,no,no,no
189,3,1.8935217729204796,0.278596113899175,-0.13251403430151573,no,yes,yes
190,3,3.30210902231141,-0.18138841470024988,-0.066005425642901,no,yes,no
191,3,2.0717075138340992,0.5559709493495495,-0.15763892673909133,no,yes,no
192,3,2.4073593466925107,0.45544139034422987,-0.17372604809262002,no,yes,no
193,3,2.7696512671208646,0.44338749285294277,-0.32564841739317696,no,yes,no
194,3,1.8949273752169202,0.7175554474334055,-0.2327998614444578,no,yes,no
195,3,1.834469806139044,0.91562901688862,-0.1459430510173839,no,yes,no
196,3,1.8304133364896211,0.28767804370625716,-0.18375236911910944,no,yes,no
197,3,1.6412832126244423,0.6867842673309464,-0.1824516648565453,no,yes,no
198,3,2.1720317638249322,-0.5520100451713479,-0.30261293144590085,no,no,yes
199,3,2.3451070381912835,0.44071448906293087,-0.18692862153724174,no,yes,no
200,3,2.4694436668535142,-0.7429070355899343,-0.35633131076568464,no,yes,no
201,3,2.5785081718612304,0.7046196198931727,-0.08561224761475315,no,yes,no
202,3,2.098158516302038,0.13291745891624415,-0.22446039281541225,no,yes,no
203,3,2.1705857468840177,0.8928545115610979,-0.09594419036685438,no,yes,no
204,3,2.8769708255461337,-0.9553389030727152,-0.1383918517655479,no,yes,no
205,3,2.162956957755274,0.6891140526135585,-0.10645520584319997,no,yes,no
206,3,2.8801774488973977,0.6236834243893763,-0.0747788014087826,no,yes,no
207,3,2.6285123324037754,0.45135781114943974,-0.26330810807821164,no,yes,yes
208,3,2.3072912423661123,0.4415654380518223,-0.17787596673665773,no,yes,no
209,3,1.9853870471153878,-0.8355114514819919,-0.16546052181320495,no,yes,no
210,3,1.6180703444430833,0.6020979498170648,-0.2118514913957312,no,yes,no
211,3,1.9733397235045638,0.9208932344517045,-0.18670196526750096,no,yes,no
212,3,1.9000397501212603,0.5938065427211171,-0.282225884107019,no,yes,no
213,3,2.601512635770417,-1.0683993794485729,-0.32582441053050865,no,no,no
214,3,1.6476646719734993,0.6877916780975629,-0.1831595700307378,no,yes,no
215,3,2.146726051100932,0.20421267086221487,-0.2562963582106076,no,yes,no
216,3,1.7411025647270935,0.3832543184950602,-0.2129104474218716,no,yes,no
217,3,1.7917068322761203,-0.3441894824836338,-0.2839549945136591,no,no,no
218,3,2.244382488610919,-0.3037557893463365,-0.3278152044767389,no,no,no
219,3,1.5464512941603898,-0.14299500085848532,-0.241077508737035,no,no,no
220,3,2.389966698123521,0.46029322817843904,-0.2732452865306101,no,yes,yes
221,3,1.6607579836103108,0.5659095441940907,-0.15275592772212082,no,yes,no
222,3,1.797838174413914,0.23560246568894144,-0.20673922146238055,no,yes,no
223,3,1.7441824224862634,-0.3420219462393209,-0.1971028555030276,no,yes,no
224,3,2.198187667737129,0.586920949941654,-0.2763733452139356,no,no,yes
225,3,2.9039118090445784,-0.9928786261581691,-0.12482308480361935,no,yes,no
226,3,1.7951003039829747,0.221449701518503,-0.33320265761681367,no,yes,no
227,3,2.219327540149746,-0.006667714380594159,-0.3439057069715809,no,yes,no
228,3,2.9275595084268073,-0.17425150319724553,-0.24933912463333763,no,yes,no
229,3,1.3745455562456421,0.03499617760909142,-0.22867472440819783,no,no,no
230,3,1.927873798514189,-0.2814281755984188,-0.2309134527461438,no,yes,no
231,3,2.1591132448626547,0.2184935099611672,-0.3264089071872875,no,yes,no
232,3,2.88914443783881,0.6959504666525932,-0.07338378684360951,no,yes,no
233,3,3.1265916204036164,0.5548383518293345,-0.15387536188437967,no,yes,no
234,3,1.9834197804393203,-0.010395826092042358,-0.22561152141942448,no,no,no
235,3,1.9909419709109621,0.19244744976101905,-0.24270970338987893,no,yes,no
236,3,2.0265176019152964,0.22016043748368502,-0.3119031767256911,no,yes,no
237,3,1.8113420426046192,-0.2144076471632622,-0.30842688048715083,no,yes,no
238,3,1.8475852410265583,0.23068495429276217,-0.27809810155689746,no,yes,no
239,3,1.6452948324701246,-0.20975843115525056,-0.23367181351028776,no,yes,no
240,3,2.1403010723109137,-0.7197486434466361,-0.23229074407719527,no,yes,yes
241,3,1.8365134825935718,0.8158925739161506,-0.2325465009640498,no,yes,yes
242,3,2.796071119190327,-0.3111179468383428,-0.11342891417922875,no,yes,no
243,3,1.7934762067713914,0.7288163624940333,-0.21373545271721328,no,no,no
244,3,1.798729549755269,0.8187358714133706,-0.22387924835191103,no,yes,no
245,3,2.97356581495587,0.40796950090944406,-0.1896629969324175,no,yes,no
246,3,1.9745873183554756,0.01325165807247357,-0.21737422782468338,no,no,no
247,3,2.5095475846738724,0.31030022882969505,-0.2111160028167832,no,yes,no
248,3,2.626895150395309,0.45225434840590634,-0.26018722086144647,no,yes,no
249,3,1.7099063796992806,0.9049876782785419,-0.15181641741990104,no,yes,no
250,3,3.0850205333070995,0.6375859333450927,-0.044296389776098344,no,yes,no
251,3,2.071026986309327,0.7086649856293545,-0.2583865611614765,no,yes,no
252,3,2.138482788801536,0.8960442460455293,-0.24566634995057435,no,yes,yes
253,3,1.9045441986822873,0.0577335145732977,-0.21050898477232277,no,yes,no
254,3,1.7538201195451433,-0.0931414272114609,-0.19787113024758005,no,yes,no
255,3,2.5498832026132057,-0.20354394684147484,-0.2530878036911421,no,yes,no
256,3,1.6835858953974432,0.21779413165827952,-0.1764407042474438,no,yes,no
257,3,2.215217881611008,-0.36393853312535623,-0.4011108324853096,no,yes,no
258,3,2.810990045085766,0.17359844687961215,-0.15831636368392235,no,yes,no
259,3,1.7772351839016651,0.6877145285343207,-0.14332512082346316,no,yes,yes
260,3,1.7707208973073993,0.9140534565810398,-0.1911368985570122,no,yes,no
261,3,3.012062052804525,0.8977560526416165,-0.15131953756071437,no,yes,no
262,3,2.6479797551743367,-0.17078551235547001,-0.2634448402837047,no,yes,no
263,3,1.8078074595115723,0.8292596326554403,-0.20961653401125385,no,yes,no
264,3,2.5067213144281517,-0.4655264655298839,-0.3661500219855801,no,yes,no
265,3,1.5977104802005482,-0.1132133786697769,-0.2667006530628042,no,yes,no
266,3,2.5339848480334948,-0.4945781163771885,-0.28653779923311773,no,yes,no
267,3,2.51033674111881,-0.19161422209657103,-0.19287359823939634,no,yes,no
268,3,2.774716643865574,-0.19263290470321148,-0.15588027125183465,no,yes,no
269,3,1.6863783206208558,0.23284246127963693,-0.3233876030493004,no,yes,yes
270,3,2.0899167910095815,0.21912903475357517,-0.15752652609205775,no,yes,no
271,3,3.1224475703820174,-0.18506390232804948,-0.1490478949133362,yes,yes,yes
272,3,2.9325762262881807,-0.7126252549556364,-0.12212807059917503,no,yes,no
273,3,2.523212356621096,0.8247951345537347,-0.428000688087668,no,yes,no
274,3,2.0717263111985513,-0.3482265255304934,-0.41140382871130743,no,no,no
275,3,1.853989563980825,0.7394005430540365,-0.27523166320752485,no,yes,no
276,3,2.324666294662955,0.5985284697747746,-0.3765846530809539,no,yes,no
277,3,1.732956948772303,-0.2134403334291261,-0.351222325277644,no,yes,no
278,3,1.811459521973843,0.6851932786333531,-0.27504982054807875,no,no,no
279,3,1.8021045789517676,0.055308329240054285,-0.27124182889477366,no,yes,no
280,3,1.9498879727259841,0.1621673537320341,-0.2766636926555288,no,no,no
281,3,2.9854852045642093,0.22397388687589911,-0.23510514730452567,no,yes,no
282,3,1.9973167742231348,0.7389163115805749,-0.30990760747982943,no,yes,yes
283,3,2.2616225545689033,0.39904001108936593,-0.37264872754963363,no,no,no
284,3,2.321714254193781,0.2106531117446876,-0.35921511791886873,no,yes,no
285,3,2.3902102702672723,0.3028253281481251,-0.2913157183072587,no,yes,no
286,3,1.7899409563681454,0.10037552847491744,-0.20887721810148469,no,yes,no
287,3,1.7991217401620017,0.7221903672325544,-0.28346965514138434,no,yes,no
288,3,2.252032390447254,-0.2412979663204604,-0.4048248220760499,no,yes,no
289,3,1.9264435330684004,0.9114549938311796,-0.1461809374952111,no,yes,no
290,3,1.4826636969457503,0.5840079498215668,-0.2500484674020799,no,yes,no
291,3,2.5218247580941076,0.46894258676422734,-0.29190990557301855,no,yes,no
292,3,2.908491189667072,-0.7115150642295851,-0.16847455914132262,no,yes,no
293,3,2.3297153790993286,-0.04677101240411907,-0.24275651462327233,no,yes,no
294,3,2.7771417232097573,0.4463988438269252,-0.33357982054422064,no,no,no
295,3,2.0916993191591535,0.8669389181810638,-0.2948046223684548,no,yes,no
296,3,2.305668874984297,-0.8025932730279699,-0.3177490980721099,no,yes,no
297,3,1.9503348859787604,0.29761765400002493,-0.2285231326660589,no,yes,no
298,3,2.3337786764877686,-0.05188585808527421,-0.21248688939514462,no,yes,no
299,3,1.8468694821989398,-0.6832106720566716,-0.4056864686096574,no,yes,no
300,3,2.306174277950639,0.8059935808034427,-0.31643991405054733,no,yes,no
301,3,1.5547386269956267,0.039884315460863205,-0.31712344310353574,no,yes,no
302,3,1.8022142897727345,0.7112568856446656,-0.23944258033867857,no,yes,no
303,3,2.1580603291160436,0.5897468529349351,-0.2877778065934749,no,yes,no
304,3,1.6954693479961895,0.06381878463693953,-0.24169776403125184,no,yes,no
305,3,1.8055761718470609,-0.2002355113280618,-0.3269659504225521,no,yes,no
306,3,1.7963146721651013,0.8053580990664297,-0.23047850844562626,no,yes,no
307,3,2.7458395198636905,0.4418690490349313,-0.33189884773691397,no,yes,no
308,3,2.2999954175024775,0.9158239562248005,-0.3782638013492722,no,yes,no
309,3,1.7974583312274106,0.9172113248871393,-0.26558863955504464,no,yes,yes
310,3,1.9402859113037152,0.02241015968004083,-0.334088178400665,no,yes,no
311,3,2.1940994940469656,0.7105890764420194,-0.3151001179780649,no,yes,no
312,3,1.8402724577341845,-0.06872013814022444,-0.33322925954805754,no,yes,no
313,3,2.2425459112430537,-0.9426015025754665,-0.33030733516319666,no,yes,yes
314,3,1.5593313604125338,-0.23225503605994202,-0.25813985420948543,no,yes,yes
315,3,2.183338491503437,-0.33288554398447034,-0.26375254030342826,no,no,no
316,3,2.0325133853996618,0.7311877804049378,-0.23528375970539284,no,yes,no
317,3,2.116782509597918,0.9160548576571533,-0.13675521939551696,no,yes,yes
318,3,1.792190107862523,0.18245424858580453,-0.2318973275803653,no,yes,no
319,3,1.8221317124330463,-0.7096685292031507,-0.32679056207905527,no,no,no
320,3,1.891944521626018,0.9100334887804875,-0.17781711783925488,no,yes,no
321,3,2.0423544565320486,0.9101802151328633,-0.2958811336268345,no,yes,no
322,3,1.5950921705918626,0.027850585272879706,-0.2915353718750535,no,yes,no
323,3,1.7367661254880822,0.898824643318049,-0.3115317634301424,no,yes,no
324,3,2.4856047124223406,-0.5572832698499216,-0.18232472217564072,no,no,no
325,3,1.9452101699964173,0.107917716283029,-0.2245711752777827,no,yes,no
326,3,2.7252197022437894,-0.17333400989760936,-0.4366059094120579,no,no,no
327,3,1.5427428446120977,0.2887907203448776,-0.2762179409705803,no,yes,no
328,3,1.8154560473803905,0.38755385452232327,-0.2727297903107718,no,yes,no
329,3,2.038773736371418,-0.052814755217277125,-0.3872351831544742,no,yes,no
330,3,1.7141639431068145,0.9175912226904951,-0.23304556726439118,no,yes,no
331,3,3.088000146200235,0.9163445572417938,-0.18303217238101138,no,no,no
332,3,1.8802417510533354,0.039576790398975416,-0.226287400824048,no,yes,no
333,3,2.186116517149156,0.3078029641326764,-0.2656099251779532,no,yes,no
334,3,2.725495439969967,-0.18871016105263938,-0.4194174053547223,no,yes,no
335,3,3.1088705531820113,-0.5201979073598605,-0.16640858635742245,no,yes,no
336,3,2.1187713883342534,0.9356612796925217,-0.40780075954656636,no,yes,no
337,3,1.5654912586867018,0.07845213959603776,-0.22979554028789936,no,yes,no
338,3,2.0734999188692664,0.8220776628467945,-0.3094674371152685,no,yes,yes
339,3,2.624169743414403,-1.6214173100096014,-0.34270606517719343,no,no,no
340,3,1.8648368562958577,0.06830049703254554,-0.22878657888241066,no,yes,no
341,3,1.5895689599835838,0.28231685935312945,-0.28984903890798025,no,yes,no
342,3,1.4119204643872754,-0.029608203325642544,-0.33242222636381996,no,yes,no
343,3,1.740376800055843,0.0022635971047295493,-0.3024297250452258,no,yes,no
344,3,1.811533982128977,0.19378379478988772,-0.21511243529239962,no,yes,no
345,3,2.7388012923277714,0.49689548432934605,-0.410030294955326,no,yes,no
346,3,2.4563558872234244,-0.2019542746255383,-0.23913667646341089,no,no,no
347,3,2.0303681919507057,0.8567822059319932,-0.4132593549929341,no,yes,no
348,3,2.8914659402691862,0.22992156958376128,-0.15193205872311283,no,yes,no
349,3,2.1725728851457555,0.2653609909660489,-0.3003695813990755,no,yes,no
350,3,2.6216314924661406,0.44376139612657767,-0.3403670368393256,no,yes,no
351,3,2.510513565402206,-0.18488541476782466,-0.3021199073013756,no,yes,no
352,3,2.9674611340106227,0.9080646703048032,-0.11891655348188976,no,yes,no
353,3,1.7280673550592291,0.7464666821865884,-0.2678336890824858,no,yes,no
354,3,1.8360323137254704,0.9301234203441061,-0.24753045812152275,no,yes,no
355,3,2.6697351075768285,-1.2776289781011514,-0.3917168079410706,no,no,no
356,3,1.9541648532993652,0.10912659484522194,-0.22441809196584145,no,yes,no
357,3,1.9796648864315924,0.29799517077515364,-0.30022161770495437,no,yes,no
