Row_ID,Hierarchical_cluster,KMeans_cluster,Component_1,Component_2,y,housing,loan
1431,2,3,0.1816862718801229,-0.21523726794999112,no,yes,yes
1439,4,3,-0.3988961722320715,-0.14398817355076868,no,no,no
1531,1,3,0.05118831021642569,-0.43629140410413536,no,yes,no
1564,2,3,0.6912738627045109,-0.14636061267726783,no,yes,no
1566,1,3,-0.07188147677772193,-0.4138416394577665,no,yes,no
1569,1,3,0.9361360721482447,-0.4549365792123767,no,yes,no
1583,1,3,0.301768222965386,-0.37299486310646424,no,yes,yes
1596,1,3,0.9323973432965269,-0.35425371880529233,no,yes,no
1605,1,3,0.28152386789000594,-0.5016356405395453,no,yes,no
1625,1,3,-0.41861863038876596,-0.3299319758394434,no,yes,no
1680,1,3,-0.05868922577747608,-0.261963582447178,no,yes,yes
1681,2,3,-0.2262121167047129,-0.21495249822485968,no,yes,yes
1781,2,3,0.2511930925853838,-0.26121432840896364,no,yes,no
1798,1,3,0.13236852127808424,-0.3313584530063488,no,yes,no
1801,1,3,0.24938847130878372,-0.33053809493415476,no,yes,no
1819,1,3,-0.37794328467467053,-0.3125137161443919,no,yes,no
1842,1,3,0.10424479769529899,-0.2519699022731449,no,no,no
1871,1,3,-0.4707366042807686,-0.347713988580684,no,yes,no
1872,1,3,0.29015676396031503,-0.23486762281559898,no,yes,no
1877,1,3,0.45424505980132773,-0.25644905983482214,no,yes,no
1919,1,3,0.7261904834084655,-0.3147486085559099,no,yes,yes
1942,1,3,-0.6448760612815585,-0.5357269758928681,no,yes,no
1961,1,3,0.9360313394359946,-0.3110499725732622,no,no,no
1962,1,3,0.2365473681710163,-0.2958088301449924,no,yes,no
1970,1,3,0.2600470762420923,-0.3596828759507446,no,yes,no
1979,1,3,0.916804745170893,-0.3953700170038924,no,yes,no
2008,1,3,-0.022105088334983588,-0.28385908740825755,no,yes,no
2015,1,3,0.12849632213050569,-0.3400760371690438,no,no,no
2031,1,3,0.24830009515946075,-0.4635540486251642,no,yes,no
2070,1,3,0.11902779279545256,-0.4371532040977455,no,yes,no
2079,1,3,0.2399680335041037,-0.28495873878715633,no,yes,no
2123,1,3,-0.005883164821216386,-0.3460104578386877,no,yes,no
2140,1,3,0.32191987550714385,-0.3111014041357169,no,yes,yes
2151,1,3,-0.8771103207716848,-0.4556637170981202,no,yes,no
2167,1,3,0.9555806410025913,-0.24318308470683067,no,yes,no
2199,1,3,0.6239692041128126,-0.36943281892131974,no,no,yes
2202,1,3,0.3192899888845336,-0.19364066077516362,no,yes,yes
2230,1,3,0.04355364103237528,-0.4189302211205278,no,yes,no
2233,1,3,0.9603675886731667,-0.40692967782092276,no,no,no
2243,1,3,-1.007687380619708,-0.5077259468899367,no,yes,no
2262,1,3,0.24571505494342102,-0.7757460902347996,no,no,no
2292,1,3,-1.454331115258878,-0.648720644225481,no,yes,no
2319,1,3,0.7612812356673129,-0.45135233529767455,no,no,no
2339,1,3,0.3246084512329158,-0.3081568922374493,no,yes,no
2351,1,3,0.23958366376848303,-0.35817183197109353,no,yes,no
2385,1,3,-2.388567056044517,-0.4295680137456511,no,yes,no
2416,2,3,0.23924181192384858,-0.24409495818026236,no,yes,no
2420,1,3,0.46934025984063693,-0.27657699987040635,no,yes,yes
2456,4,3,0.9327663343525431,-0.42791853525556633,no,yes,no
2469,1,3,-0.07022604193353163,-0.44112580385173983,no,yes,no
2473,1,3,1.0086533708094227,-0.5293687607566646,no,yes,yes
2475,2,3,-0.6825400528538628,-0.347501967953567,yes,yes,no
2477,1,3,0.8460933769292929,-0.34685556432841197,no,yes,no
2539,1,3,0.24140403336755437,-0.3447329779008037,no,yes,no
2562,2,3,0.4767576983187771,-0.3364932213514183,no,yes,no
2626,1,3,0.357820369504719,-0.9091565709679076,no,yes,no
2628,1,3,0.47122351365763093,-0.4141948971636095,no,yes,no
2645,1,3,0.8823043388116288,-0.553389312647563,no,yes,yes
2648,1,3,-0.13639179092436798,-0.37525531232279097,no,yes,no
2656,1,3,0.15652849347212353,-0.38723171676352725,no,yes,no
2664,4,3,-0.17174353577949122,-0.47070732250611713,no,yes,no
2727,2,3,-0.19823097705960377,-0.2575712446853923,no,yes,no
2868,4,3,0.8789503675866099,-0.28888539777666467,no,yes,no
2884,1,3,0.2547597788365445,-0.44769690575233356,no,yes,yes
2919,1,3,-0.7343977881946526,-0.36039884620747986,no,yes,no
2940,1,3,0.8484774347042068,-0.32566564939594367,no,yes,yes
2941,2,3,0.702029847943943,-0.19598524718573054,no,yes,no
2946,2,3,-0.1073638369754889,-0.4142201422599145,no,yes,no
2975,1,3,-0.09796516892064633,-0.4477289860623707,no,yes,no
3033,1,3,0.7572157954379319,-0.3567915605250922,no,yes,no
3068,1,3,-0.2109876605337946,-0.44028902192086283,no,yes,no
3105,2,3,0.7737631471309191,-0.258052708387247,no,yes,no
3111,1,3,-0.2748782573774678,-0.6236922771257986,no,yes,no
3116,1,3,0.8485796646460786,-0.4199352149403878,no,yes,no
3185,2,3,0.7354710011995099,-0.33213857900178406,no,yes,no
3218,4,3,-0.20709287623718434,-0.36604912620214564,no,yes,yes
3229,2,3,0.6646136019477789,-0.09647413007752687,no,yes,no
3255,1,3,0.7274913320726327,-0.30855667987607194,no,no,yes
3264,4,3,0.7913637283381204,-0.319766023524014,no,yes,no
3383,1,3,0.2761135640232503,-0.392986431264635,no,yes,no
3408,1,3,-0.3295584446423912,-0.5016960140532095,no,yes,no
3431,2,3,-0.3925043339872935,-0.23057201352195447,no,yes,no
3447,1,3,0.5929206647414434,-0.33307463755045835,no,yes,yes
3468,1,3,0.15312934788608948,-0.3714500549222234,no,no,no
3532,1,3,0.2598820542380973,-0.3878451018560259,no,yes,no
3548,1,3,0.9719650700677144,-0.4323462437870408,no,yes,yes
3567,1,3,0.7427102370065685,-0.46181185168214844,no,yes,no
3571,1,3,0.7371411875831771,-0.30600691226503907,no,yes,no
3615,1,3,0.8914682788081684,-0.5197040986912438,no,yes,no
3621,1,3,0.7218618732841319,-0.5255785447077894,no,yes,no
3709,2,3,-0.4443076661638747,-0.25745585073364075,yes,yes,no
3718,1,3,0.7947213335765393,-0.39373083232479567,no,yes,no
3722,1,3,-0.16211214802370694,-0.47148418756209504,no,yes,no
3729,1,3,-0.12548079102783397,-0.4355254811396631,no,no,no
3763,1,3,0.04594749801716986,-0.44281259830916353,no,yes,no
3779,1,3,0.9601919061146815,-0.433184798055858,no,yes,no
3798,1,3,0.7992011201152286,-0.46634558931097747,no,yes,yes
3814,3,4,0.17241230660619705,-1.0791390451067546,no,yes,no
3835,4,3,0.2099938288550373,-0.22592350475150702,no,yes,no
3861,1,3,0.8887257707637187,-0.6186045562781022,no,no,no
3870,2,3,-0.11071159155611536,-0.39443573933639464,no,yes,yes
3881,1,3,0.14872646613699234,-0.41318489088066435,no,yes,no
3886,2,3,0.5214275485809095,-0.3524246528599856,no,yes,no
3900,4,3,0.8127927834700178,-0.31905133226649224,no,yes,no
3902,1,3,0.23848930399988785,-0.4641326807250695,no,no,no
3924,2,3,-0.4438510927620835,-0.366772764739345,no,yes,no
3946,1,3,-1.6848500847497552,-0.5507686824629348,no,no,no
3971,1,3,0.27773523544445244,-0.6749832092771306,no,yes,no
4012,1,3,-1.818487781571285,-0.5506186916960628,no,yes,no
4015,1,3,-0.050932914211358545,-0.5539375747924928,no,yes,no
4036,2,3,0.2939926779946362,-0.4173304521166394,yes,yes,yes
4056,2,3,-0.0010278943626253023,-0.3617411079945084,no,no,no
4064,4,3,0.7223956935970519,-0.5575608964996168,no,yes,no
4079,1,3,0.8725696378209393,-0.5148086425504985,no,yes,no
4083,4,3,-0.011939913192633097,-0.41608784310279784,no,yes,no
4095,1,3,-0.2834619790287772,-0.7686082048919971,no,yes,no
4135,2,3,-0.08784362691500955,-0.37842093717502734,no,yes,no
4163,4,3,-0.19815704481358049,-0.5310480564328709,no,yes,no
4166,4,3,0.9712325463546645,-0.40388671071943744,no,yes,no
4206,1,3,-0.5279744592068366,-0.4811327519181078,no,yes,no
4214,2,3,0.6499396796597887,-0.34272987576504804,no,yes,no
4231,1,3,-0.16239137594266176,-0.5417965129323217,no,yes,no
4236,1,3,0.8825293598796784,-0.4881281417279688,no,yes,no
4251,1,3,-0.4293377518866924,-0.4542028436538629,no,yes,no
4258,1,3,0.500511009723446,-0.4593924024346962,no,yes,no
4259,1,3,1.0224627001964577,-0.5516204953233906,no,yes,no
4296,4,3,0.940295552541808,-0.34821453836611094,no,yes,no
4338,1,3,0.639366155671829,-0.5806891112375576,no,yes,no
4342,1,3,0.09050624635213578,-0.5466193025407402,no,yes,no
4351,3,3,-0.03974275289028591,-0.7942730366588675,no,yes,no
4388,1,3,-0.126606984381351,-0.5159166341277969,no,yes,no
4423,2,3,-0.18981256060103574,-0.32982594916333946,no,yes,no
4432,2,3,0.28627770664238417,-0.36371207901973385,yes,yes,no
4461,4,3,0.1574142327273694,-0.3110837856902698,no,yes,yes
4476,1,3,0.967998148736131,-0.4270302080044121,no,yes,yes
4508,1,3,0.25524486401467034,-0.48274399905774007,no,yes,no
4518,1,3,0.29786812754495895,-0.5258503782192224,no,yes,no
4538,1,3,0.7622377250879906,-0.4706441041767283,no,yes,no
4549,1,3,0.36642725229912326,-0.5946462961952989,no,yes,no
4566,1,3,-0.12256487047942802,-0.4769172756751857,no,yes,yes
4624,1,3,-0.4372667290449325,-0.5490215142939786,no,yes,no
4625,1,3,0.6509735825172208,-0.518266647740986,no,no,no
4649,4,3,0.9627664930174105,-0.4377064151785868,no,yes,no
4706,1,3,0.17190505141917592,-0.8027497163706245,no,yes,no
4718,1,3,0.7910839922226653,-0.5958250223853647,no,no,no
4725,1,3,0.35236062055670875,-0.4975810930111254,no,yes,no
4740,4,3,0.9424519102601405,-0.355177871805641,no,yes,no
4764,1,3,0.9812947836195115,-0.46594108877062634,no,yes,no
4781,1,3,0.3082465792469554,-0.47828692757634145,no,yes,no
4802,1,3,0.09713979456985992,-0.4031878732806958,no,yes,no
4804,1,3,0.7909371096683628,-0.5034363718769617,no,yes,no
4812,1,3,0.792594612630054,-0.45437868978302914,no,yes,no
4832,1,3,-0.41258526595568423,-0.49582378989674825,no,yes,no
4837,1,3,0.08689148050313873,-0.5463174222154004,no,yes,no
4858,1,3,0.9865221202927128,-0.5054730573208976,no,yes,no
4876,1,3,-0.5754691864619671,-0.533206049144825,no,yes,no
4883,1,3,0.6482676255209509,-0.44197294069274456,no,yes,no
4901,1,3,-0.17537231070116296,-0.542494140171473,no,yes,no
4911,1,3,-0.11062463527294869,-0.4621474600088821,no,yes,no
4930,1,3,0.8531940762795817,-0.8827531990390324,no,yes,no
5021,1,3,0.13549620486254824,-0.5468287725468631,no,yes,no
5028,1,3,0.5351057122076747,-0.5732288990722125,no,yes,no
5043,2,3,0.7520889672565941,-0.3307766275289424,no,yes,no
5085,1,3,0.29319010932812345,-0.5473046690812841,no,yes,no
5120,1,3,0.20731727237883493,-0.44722827500598394,no,yes,no
5147,1,3,0.4426246592244971,-0.8373451521595974,no,yes,no
5160,1,3,0.059975572954075775,-0.5246667185080982,no,yes,no
5165,1,3,0.1510031541889827,-0.5249905669501399,no,yes,no
5202,1,3,-0.11646919017926152,-0.45337427320509677,no,yes,no
5210,4,3,-0.12867923329790473,-0.5477891843921696,no,yes,no
5229,1,3,0.15283560076333558,-0.45181393957351823,no,yes,no
5236,2,3,0.8994617221684446,-0.371051532530488,no,yes,no
5265,1,3,-0.3309817898267237,-0.5652177543611312,no,yes,no
5278,1,3,-1.401526684323309,-0.6526032635523142,no,yes,no
5285,4,3,0.09750093972145363,-0.4294119144686262,no,yes,yes
5291,1,3,0.22504160182123292,-0.5054888253757553,no,yes,yes
5294,4,3,-0.15007633632523582,-0.36173549955457124,no,yes,no
5312,2,3,0.3799513633934871,-0.3972757250811561,no,yes,no
5317,1,3,-0.0956322756242779,-0.5363896029402874,no,yes,no
5327,1,3,1.0167806450441836,-0.5319124316865176,no,yes,yes
5333,1,3,-0.10671682733182507,-0.5495537230963277,no,yes,no
5338,1,3,-0.09936544222307948,-0.4650989435029169,no,yes,no
5415,1,3,0.28316011605701213,-0.6099962923871499,no,yes,no
5417,1,3,-2.50254973189547,-0.6452730090057551,no,yes,yes
5440,3,4,0.41982768904411644,-1.4734650490139864,no,yes,yes
5448,2,3,0.3422040294509204,-0.3178512371676141,no,yes,no
5454,1,3,0.5371547654386775,-0.5386979024058317,no,yes,no
5458,3,4,0.36210294443397384,-0.9939216446413548,no,yes,no
5496,1,3,0.35426170080949554,-0.5432534804858646,no,yes,no
5503,1,3,-0.3317467341328037,-0.6618045712580636,no,yes,no
5531,1,3,0.9917147430899169,-0.5842218542243698,no,yes,yes
5539,1,3,-0.10666488990399438,-0.5426225731423612,no,yes,no
5542,4,3,0.48283489114620926,-0.34799317961668474,no,yes,no
5555,1,3,0.2040360301976478,-0.6872439619921403,no,yes,no
5671,1,3,0.9617626836836951,-0.7327078703281171,no,no,no
5687,3,4,1.1772557390983522,-1.4480359423818236,no,yes,no
5690,1,3,-0.11247303137392498,-0.7321553702232045,no,yes,no
5695,4,3,0.9821860854518719,-0.6444024409429046,no,yes,no
5704,1,3,0.2503387705485568,-0.6090766283926498,no,yes,no
5726,4,3,0.11660022046545708,-0.6200519368144414,no,yes,no
5740,1,3,-0.3240215273177103,-0.6604808306612077,no,yes,yes
5753,2,3,0.29873029969426507,-0.4606310595137638,no,yes,yes
5757,1,3,0.02863737334730474,-0.6272656129397265,no,yes,no
5790,1,3,0.9661403034320261,-0.8818498755770948,no,yes,yes
5809,1,3,0.9396520790022329,-0.6390493018188212,no,yes,no
5865,1,3,0.7760143712765634,-0.7104748004387851,no,yes,no
5869,1,3,0.5763155537081086,-0.7724540634077132,no,yes,yes
5877,2,3,0.2983521638240104,-0.5708049613550813,no,yes,no
5885,1,3,0.11190683814151586,-0.7402978262777561,no,yes,no
5893,1,3,0.8247534183736986,-0.7159750075726911,no,yes,no
5906,1,3,0.8307995159181321,-0.6163651841008398,no,yes,no
5920,1,3,0.764133448983474,-0.5929665171940595,no,yes,no
5936,2,3,0.3203184458173678,-0.6022044663843139,no,yes,no
5977,1,3,0.8164069105775734,-0.4984600721115601,yes,yes,yes
6003,1,3,-0.3792650897839385,-0.7399743942754428,no,no,no
6038,1,3,0.37432891678176766,-0.8759583551140547,no,yes,no
6061,2,3,-0.059906567891456264,-0.6507569101174857,no,yes,no
6113,2,3,0.06780744497549425,-0.7276298908043162,yes,yes,no
6119,1,3,0.006042876603958778,-0.8753166917621331,no,yes,no
6166,1,3,0.2957858272467539,-0.5393766505812421,no,no,no
6191,2,3,0.309045680470688,-0.5027150445377877,no,yes,no
6219,1,3,0.24843688736915975,-0.6394187156426109,no,yes,no
6233,2,3,0.6924591516157246,-0.5788706554554675,no,yes,yes
6248,1,3,-0.11630880282047196,-0.718376227133847,no,yes,no
6267,2,3,-0.10740924955771677,-0.5791763292578821,no,yes,no
6270,1,3,-1.3214860962587363,-0.7062497165852678,no,yes,no
6281,1,3,0.5628366549312033,-0.6142811950993964,no,yes,no
6299,1,3,1.0123453731866283,-0.6152059611056694,no,yes,no
6305,1,3,-0.05794176278130584,-0.8589772439791036,no,yes,no
6307,4,3,1.0147764227117522,-0.6576295155054752,no,yes,no
6341,1,3,0.17417773934568598,-0.4789034795836407,no,yes,no
6348,1,3,-0.3812712519455794,-0.6916458554149287,no,yes,yes
6350,1,3,0.24136097150921645,-0.6814380731523152,no,yes,no
6361,1,3,0.9421543933023216,-0.5934496460237507,no,yes,yes
6428,1,3,0.10409918661719066,-0.8039612312594691,no,yes,no
6429,1,3,0.9474831973739156,-0.7564949727296904,no,yes,yes
6448,1,3,1.0217691088266898,-0.593292911817204,no,yes,yes
6451,1,3,0.8264585565006843,-0.6563417251862051,no,yes,no
6480,2,3,0.2737994920495247,-0.6932718209849861,no,yes,yes
6498,1,3,0.3080708775959082,-0.567210583686792,no,yes,no
6500,1,3,0.56888097835033,-0.729050341264896,no,yes,no
6521,2,3,-0.3683599834557013,-0.6713150233973012,no,no,no
6533,2,3,0.5888344863479206,-0.6718084040931475,no,yes,no
6544,4,3,-0.612199790892925,-0.6769372378236863,no,yes,no
6571,1,3,0.5974852560409171,-0.76674880061762,no,yes,yes
6572,1,3,0.8356495772482833,-0.8047830270525569,no,yes,yes
6574,1,3,0.8886324798348282,-1.0845860487365322,no,yes,no
6611,1,3,0.1718877850089151,-0.6621487938752281,no,yes,no
6625,1,3,-0.11987817053301995,-0.7434045169991578,no,yes,no
6634,1,3,-0.03153874513533145,-0.8276541978895858,no,yes,no
6646,1,3,0.9170184006726461,-0.671340962455822,no,yes,yes
6707,4,3,0.5106657276350394,-0.47772911213463093,no,yes,no
6774,2,3,0.996298109586062,-0.4867990659155362,yes,yes,no
6785,1,3,-0.06006706813863468,-0.6944012599427342,no,yes,yes
6791,2,3,-0.09627494876286978,-0.4192168662833105,no,no,no
6796,1,3,0.3046279929053798,-0.704290739874064,no,yes,no
6798,4,3,0.5305803184449519,-0.617064018825894,no,yes,no
6807,1,3,1.016852126822799,-0.650235438726054,no,yes,no
6809,1,3,0.9327233902275184,-0.6704002342198448,no,yes,no
6810,1,3,0.2004192740647673,-0.6814168671309258,no,yes,no
6859,1,3,1.002532256467424,-0.7202059763324501,no,yes,no
6863,1,3,0.5529319204833674,-0.6485002738904425,no,no,no
6871,1,3,0.4111450287936239,-0.9195320030229542,no,no,no
6881,1,3,0.5404183267783215,-0.7511774166800367,no,yes,no
6936,3,4,0.9733362862617424,-1.5356688945234784,no,no,no
6951,1,3,-0.36346943034525453,-0.7428989977734646,no,yes,no
6964,1,3,0.9254803278013016,-0.6112257867832391,no,yes,no
6967,1,3,-0.25709290796789064,-0.823022913141992,no,yes,no
6983,1,3,1.0271648491872893,-0.6246525266197829,no,yes,no
6993,1,3,0.9631390313579775,-0.8691832073653012,no,yes,no
7008,4,3,-0.19950034222040192,-0.6017619993643124,no,no,no
7075,1,3,0.9508537789650393,-0.7801041645360728,no,yes,no
7079,1,3,-0.28079373499765403,-0.7036070045011518,no,yes,no
7105,1,3,1.013358785734547,-0.6535653860122437,no,yes,yes
7109,1,3,-0.5762681739767609,-0.7080881163503184,no,yes,no
7114,1,3,0.9762568923469785,-0.8579633791777613,no,yes,yes
7169,1,3,0.8213910221303159,-0.6190239228025786,no,yes,yes
7208,1,3,0.7840751057092867,-0.6421260014034817,no,yes,no
7218,4,3,0.953885557044647,-0.499801573278489,no,yes,no
7228,1,3,0.6588568557831554,-0.6172459902201711,no,yes,yes
7234,1,3,0.855536913922785,-0.8150623959080638,no,yes,yes
7252,1,3,-0.513719846685728,-0.6852846517618303,no,yes,no
7263,1,3,0.07249487079859064,-0.712786633470457,no,yes,no
7323,4,3,1.0280924477066498,-0.7497703949353517,no,yes,yes
7363,4,3,0.4498524569845507,-0.5522605244279734,no,yes,no
7385,1,3,-0.0328876230894905,-0.8838320428394405,no,yes,no
7396,1,3,0.9146620566049324,-0.7477371473800182,no,yes,no
7427,1,3,0.8169347540433434,-0.6860744304401668,no,yes,no
7464,2,3,0.18000703889007527,-0.6542388959341711,no,yes,no
7466,1,3,0.9433581083087912,-0.7147039372425914,no,yes,yes
7484,1,3,-0.07611606269272359,-0.9083216316112075,no,yes,no
7495,1,3,0.4591028952102843,-0.9743015899538138,no,yes,no
7496,2,3,1.002431398306253,-0.5143880917182075,no,yes,no
7522,4,3,0.9939908331679722,-0.711443670413283,no,yes,no
7540,1,3,0.9770622681939031,-0.7029140849114853,no,yes,no
7543,1,3,-0.025324904031423942,-0.9184426410156235,no,yes,no
7624,1,3,1.0150740604200867,-0.7107262596541466,no,yes,no
7643,1,3,-0.12563272235941245,-0.6240663132883102,no,yes,no
7669,2,3,-0.2751311392759041,-0.5476819999469565,yes,yes,no
7671,1,3,0.8153778895306905,-0.7833153515317621,no,yes,yes
7706,1,3,0.8941549421610663,-0.5967771912417303,no,yes,no
7765,1,3,-0.36965977264193545,-0.667575076821314,no,no,no
7771,1,3,-0.09014778018536071,-0.7113889404184223,no,yes,no
7777,4,3,-0.004232887533222658,-0.6148128120703585,no,yes,no
7801,1,3,0.45997745293976694,-0.9532275175890115,no,yes,no
7808,1,3,0.4132460568319179,-0.7581053794883014,no,yes,no
7818,1,3,-0.40159956208805675,-0.6639504755400866,no,yes,no
7824,1,3,0.6910676870822676,-0.7229689040064096,no,no,no
7874,1,3,0.3417946780201346,-0.8687218163065353,no,no,no
7876,1,3,0.8162005880429138,-0.5974808071999596,no,yes,no
7900,1,3,0.17899933372626778,-0.666857467363565,no,yes,no
7946,4,3,0.9791105963024219,-0.7161551264229222,no,yes,no
7952,4,3,0.9808251187219134,-0.7456640618755466,no,yes,yes
7980,1,3,-0.09294183355632837,-0.4324730344862974,no,yes,no
8025,2,3,-1.0310799044891208,0.0799037726901912,no,yes,no
8035,2,3,-0.3611426096859183,-0.08344921267880825,yes,yes,no
8065,1,3,0.5701484875109791,-0.17659721622420835,no,yes,no
8068,4,3,0.5363159957113252,-0.4329340218148894,no,yes,yes
8069,2,3,0.566187074567308,-0.10243761180248859,no,yes,yes
8099,2,3,-0.1855604412516631,0.02137743009928142,no,yes,no
8104,1,3,-0.16193116482321948,-0.11962721733174415,no,yes,yes
8107,4,2,-0.5326012152063437,-0.22482839741329136,no,yes,no
8108,1,3,0.5622423119984757,-0.2157097286249304,no,yes,no
8120,4,3,-0.5529458217407868,-0.3946493394369481,no,yes,no
8131,1,3,0.33350713507362145,-0.22236613957377518,no,yes,no
8154,1,3,0.38564334288049745,-0.4001115543699845,no,yes,yes
8190,2,3,-0.7781591259650088,-0.13656585878590896,no,yes,yes
8226,1,3,-0.23873356279008254,-0.24351713129187047,no,yes,yes
8233,4,3,-1.1284644265642991,-0.47855503353903345,no,yes,yes
8250,4,3,0.04538950520265357,-0.23378505528948573,no,yes,no
8267,1,3,-0.24643019191703086,-0.27944499127500316,no,yes,no
8361,4,3,0.32688152143168364,-0.02598544352275633,no,yes,yes
8438,1,3,0.5445222608150849,-0.24681134183468698,no,yes,yes
8463,1,3,-0.37214768176964746,-0.3602074577312745,no,yes,no
8492,4,2,-0.5446774510934647,-0.14588906497699802,no,yes,no
8547,2,3,-0.13125508725270862,-0.2215252332719001,no,yes,no
8553,1,3,-0.35052338932923366,-0.23950945779573776,no,yes,no
8557,4,3,-0.3462998108306631,-0.012748043499467093,no,yes,no
8572,4,3,0.40288498449163423,-0.5255723060832383,no,yes,yes
8594,1,3,-0.33716915656488167,-0.30104753554879005,no,no,no
8607,1,3,-1.7639581933674944,-0.22138424812300403,no,yes,no
8682,4,3,-0.08627782483466238,-0.48643525504218804,no,no,no
8703,3,4,-1.3731847048121442,-0.8921195657269183,no,yes,no
8710,2,3,-0.3514967726145914,-0.1184116030463683,no,yes,no
8774,2,3,-0.179172889560564,0.051303872439952956,no,yes,no
8790,1,3,-0.045618125029033806,-0.29091413307905273,no,yes,no
8796,4,2,-0.5241522009180812,-0.14292518426047754,no,yes,no
8804,1,3,0.4934844350131896,-0.3444273331065978,no,yes,no
8847,4,3,0.03907138523592952,-0.22744418143892986,no,yes,no
8857,3,4,0.5538246907587377,-0.739346160685808,no,yes,yes
8886,2,3,0.23357810713508734,-0.09782946592689262,no,yes,no
8948,1,3,-0.2731795126038767,-0.25325470332189703,no,yes,no
8964,4,3,0.04488796778196745,-0.10316324997410009,no,no,no
8989,1,3,-1.137143819412151,-0.3492914336463768,no,no,no
9017,4,3,-0.6439096548747673,-0.20901303506562044,no,no,no
9018,1,3,0.06658218572726245,-0.26234143411120686,no,no,no
